RIVPACS Model,End Group,Season Code,Season,TL1 BMWP,TL1 NTAXA,TL1 ASPT,"TL2 WHPT Score (nonAb,DistFam)","TL2 WHPT NTAXA (nonAb,DistFam)","TL2 WHPT ASPT (nonAb,DistFam)","TL2 WHPT Score (nonAb,CompFam)","TL2 WHPT NTAXA (nonAb,CompFam)","TL2 WHPT ASPT (nonAb,CompFam)","TL2 WHPT Score (AbW,DistFam)","TL2 WHPT NTAXA (AbW,DistFam)","TL2 WHPT ASPT (AbW,DistFam)","TL2 WHPT Score (AbW,CompFam)","TL2 WHPT NTAXA (AbW,CompFam)","TL2 WHPT ASPT (AbW,CompFam)",TL1 AWIC(Fam),TL4 AWIC(Sp) Murphy,TL5 AWIC(Sp) Murphy,TL4 WFD AWIC(Sp) McFarland,TL5 WFD AWIC(Sp) McFarland,TL4 Raddum,TL5 Raddum,TL4 SEPA % Acid Sensitive Taxa,TL5 SEPA % Acid Sensitive Taxa,TL4 MetTol,TL5 MetTol,TL1/2 LIFE(Fam) (CompFam),TL2 LIFE(Fam) (DistFam),TL3 LIFE(Fam) (DistFam),TL4 LIFE(Sp),TL5 LIFE(Sp),TL3 PSI(Fam),TL4 PSI(Sp),TL5 PSI(Sp),TL3 E-PSI(fam69),TL4 E-PSI(mixed level),TL5 E-PSI(mixed level),TL4 oFSIsp,TL5 oFSIsp,TL4 ToFSIsp,TL5 ToFSIsp,TL4 CoFSIsp,TL5 CoFSIsp,TL4 GSFI FI05,TL5 GSFI FI05,TL4 GSFI FI09,TL5 GSFI FI09,TL4 GSFI FI091,TL5 GSFI FI091,TL4 GSFI FI091_K,TL5 GSFI FI091_K,TL4 GSFI FI092,TL5 GSFI FI092,TL4 GSFI FI11_12,TL5 GSFI FI11_12,TL4 GSFI FI14_16,TL5 GSFI FI14_16,TL4 GSFI FI15_17,TL5 GSFI FI15_17,TL4 GSFI FI152,TL5 GSFI FI152,TL2 SPEAR(Fam) %,TL4 SPEAR(Sp) %,TL5 SPEAR(Sp) %,SPEAR(pesticides) TL2 fam Knillmann 2018,SPEAR(refuge) TL2 fam Knillmann 2018,SPEAR(pesticides) TL4 sp Knillmann 2018,SPEAR(refuge) TL4 sp Knillmann 2018,SPEAR(pesticides) TL5 sp Knillmann 2018,SPEAR(refuge) TL5 sp Knillmann 2018,TL4 CCI,TL5 CCI,TL2 08 Group ARMI NTaxa,TL2 08 Group ARMI Score,TL2 33 Group ARMI NTaxa,TL2 33 Group ARMI Score,TL2 33 Group Flow & Silt NTaxa,TL2 33 Group Flow & Silt Score,TL2 14 Group Urban NTaxa,TL2 14 Group Urban Score
RIVPACS IV GB,29,4,Spring & Summer,182.44444,27.66667,6.594,227.9,32.77778,6.95289,218.05556,31.55556,6.90989,232.93333,32.77778,7.10611,223.26667,31.55556,7.07411,4.37567,6.63089,6.63089,9.12489,9.12489,1,1,42.18711,42.08433,43.90722,42.60433,7.82211,7.79567,7.79567,8.72211,8.791,70.77556,83.58544,83.06667,86.46744,89.66256,89.15956,6.25544,6.42267,4.78611,4.83522,4.90633,4.99278,0.29522,0.23944,0.80967,0.84711,0.80967,0.847,1.09889,1.13567,0.54844,0.54844,0.60144,0.49689,1.35322,1.54622,1.00056,1.027,1.10411,0.87956,47.75856,47.55133,52.42789,42.96267,92.98156,91.14911,81.42689,51.18756,90.91067,13.07167,12.56322,6.66667,16.66667,20.55556,43.66667,20.55556,43.77778,10.66667,21.66667
RIVPACS IV GB,29,5,Spring & Autumn,179,27.66667,6.45078,222.37778,32.22222,6.889,213.77778,31.22222,6.83311,226.41111,32.22222,7.01222,217.8,31.22222,6.95978,4.41056,6.63167,6.63167,9.12544,9.12544,1,1,45.32144,44.77656,43.84422,42.57233,7.69589,7.69156,7.69156,8.552,8.67878,69.32956,81.46678,81.64256,85.03922,89.097,88.43056,6.19667,6.39544,4.86178,4.89578,4.92889,5.01767,0.10878,0.08878,0.75656,0.81567,0.75644,0.81544,1.08967,1.13544,0.51056,0.52278,0.45122,0.396,1.33378,1.50411,0.98167,0.98244,1.054,0.79778,43.62133,43.10033,48.60422,40.30311,96.37989,88.301,89.40244,52.47378,94.39111,12.67733,12.45122,6.22222,14.33333,20.55556,41.66667,20.55556,42.44444,10.55556,19.77778
RIVPACS IV GB,29,6,Summer & Autumn,167.11111,26.11111,6.39211,208.8,30.88889,6.75278,201.8,30,6.71978,213.57778,30.88889,6.90878,206.75556,30,6.88556,4.53978,6.82911,6.82911,9.40867,9.40867,1,1,43.89022,43.461,43.78778,42.21822,7.71367,7.685,7.685,8.57244,8.69178,68.92589,79.75744,79.844,84.318,88.69567,88.06311,6.13122,6.31411,4.75156,4.76056,4.84322,4.91244,0.11944,0.02167,0.70044,0.75467,0.70044,0.75467,1.02889,1.07033,0.52067,0.53344,0.61322,0.53022,1.32578,1.51911,0.97556,1.00178,1.08644,0.84422,42.968,42.21944,47.21656,34.02267,93.00078,91.23011,77.10133,48.13589,89.53644,12.684,12.15756,6.44444,15.66667,20.44444,43.11111,20.44444,42.77778,10.55556,20.77778
RIVPACS IV GB,29,7,"Spring, Summer & Autumn",192.77778,29.33333,6.56344,242.81111,35.22222,6.88744,231.47778,33.77778,6.84644,248.54444,35.22222,7.05056,237.63333,33.77778,7.02989,4.43422,6.63111,6.63111,9.14578,9.14578,1,1,44.42733,44.09944,43.90578,42.499,7.75367,7.72611,7.72611,8.67411,8.78267,69.077,80.77767,81.00056,84.73522,88.93056,88.38678,6.17278,6.35689,4.81,4.84767,4.891,4.97689,0.26478,0.21389,0.767,0.81989,0.76689,0.81956,1.07711,1.11978,0.52778,0.539,0.58011,0.49278,1.33222,1.52011,0.99067,1.00811,1.07789,0.84211,46.28267,45.96733,51.56,38.73311,94.03044,90.57589,82.77367,50.71167,91.47544,13.48256,13.00056,6.66667,17.55556,21.44444,48.66667,21.44444,45.77778,11,22.44444
RIVPACS IV GB,30,1,Spring,102.78571,17.57143,5.83507,126.16429,20.07143,6.27621,125.35714,19.92857,6.28243,127.32857,20.07143,6.33571,126.54286,19.92857,6.34614,4.53807,6.69586,6.69586,9.16986,9.16986,0.96429,0.96429,60.52814,59.9375,46.52821,45.68843,7.36457,7.33807,7.33807,8.2255,8.41057,62.79786,74.16364,76.93371,76.80271,81.56343,80.57257,5.8035,5.96293,4.55407,4.596,4.61664,4.69621,-0.34443,-0.40621,0.7625,0.81314,0.76114,0.81179,1.101,1.15386,0.436,0.436,0.90029,0.88814,1.20007,1.35436,0.9045,0.82343,1.09357,0.67636,42.59814,44.77586,47.99807,76.97686,92.70343,98.59571,86.66093,80.15921,91.1675,16.224,15.71286,5.35714,11.42857,14.28571,25.64286,14.28571,27.35714,8.5,15.21429
RIVPACS IV GB,30,2,Summer,74.35714,13.92857,5.26986,95.22143,16.5,5.73514,95.87857,16.5,5.77507,93.14286,16.5,5.59693,93.80714,16.5,5.63671,4.85793,7.19636,7.19636,10.10386,10.10386,0.94643,0.94643,61.5955,61.14293,45.24557,45.02843,7.13779,7.13307,7.13307,8.01243,8.21429,57.42664,64.91786,69.49064,63.54379,76.93164,75.876,5.5005,5.62571,4.22207,4.40443,4.32193,4.46964,-0.641,-0.93286,0.44621,0.56907,0.45107,0.57286,0.93829,1.0455,0.215,0.215,0.987,0.984,1.10929,1.19686,0.87536,0.64429,0.70543,0.34407,30.30893,29.408,31.97821,64.40393,98.53879,99.85736,96.33307,68.37979,98.09214,10.1775,9.64086,4.42857,8.42857,12.28571,21.21429,12.28571,22.5,7.57143,11.71429
RIVPACS IV GB,30,3,Autumn,84.78571,15.21429,5.55279,103.17143,17.14286,5.99821,103.05,17.07143,6.01707,102.25714,17.14286,5.9485,102.05,17.07143,5.96121,4.68593,6.15557,6.15557,8.69336,8.69336,0.69643,0.71429,63.58914,62.52136,45.80486,45.71179,7.25414,7.229,7.229,8.14057,8.43571,61.07093,71.14221,75.239,66.02957,81.36121,80.64486,5.55214,5.65786,4.38893,4.42707,4.43493,4.49364,-0.3455,-0.52479,0.73114,0.80229,0.73521,0.80636,0.97471,1.05379,0.43986,0.43986,1.04,1.04557,1.09979,1.17757,0.95343,0.73936,0.82843,0.32021,36.34443,34.89793,36.3165,69.706,97.66807,98.15986,96.61336,74.721,97.47514,14.66071,14.51643,4.92857,9.92857,12.71429,23,12.71429,24.71429,7.85714,13.14286
RIVPACS IV GB,30,4,Spring & Summer,117.64286,19.85714,5.90664,151.3,23.92857,6.32214,150.33571,23.71429,6.34214,151.95,23.92857,6.34679,150.94286,23.71429,6.36607,4.55043,6.68693,6.68693,9.22643,9.22643,1,1,61.82543,61.35964,45.55957,44.79429,7.30693,7.27964,7.27964,8.14893,8.32214,61.39536,69.07336,74.44207,73.6485,79.51143,78.91321,5.63714,5.79786,4.44571,4.52743,4.497,4.59957,-0.21671,-0.37943,0.66536,0.70479,0.66836,0.708,1.03379,1.08621,0.31236,0.31236,0.89186,0.85421,1.18379,1.32586,0.93864,0.82721,1.05164,0.6455,41.67121,42.65714,47.04843,71.61636,95.12579,99.142,89.45964,74.98464,94.29729,17.34914,16.82679,5.57143,12.35714,15.71429,30.21429,15.71429,29.64286,9.14286,16.42857
RIVPACS IV GB,30,5,Spring & Autumn,120.64286,20.14286,5.97993,149.80714,23.5,6.36757,147.51429,23.14286,6.37171,151.4,23.5,6.4375,149.05,23.14286,6.44071,4.60993,6.36864,6.36864,8.79786,8.79786,0.96429,0.96429,62.00979,61.09864,46.05179,45.22743,7.35136,7.31693,7.31693,8.1995,8.42157,62.88521,71.21664,75.92879,73.44636,81.00436,80.66364,5.70071,5.88814,4.46157,4.51957,4.52829,4.62664,-0.09214,-0.18857,0.74136,0.78,0.74243,0.78086,1.05536,1.10321,0.39564,0.39564,0.912,0.88107,1.1675,1.29764,0.95521,0.8095,1.03321,0.606,43.28943,43.85379,47.85071,73.33079,94.68543,98.37643,90.09293,77.5005,93.91893,17.1205,16.74293,5.57143,13.14286,15.57143,31.21429,15.57143,30.35714,8.85714,17.07143
RIVPACS IV GB,30,6,Summer & Autumn,107.78571,18.64286,5.75157,134.95714,22,6.13679,135.15714,21.92857,6.16357,133.35,22,6.05736,133.52143,21.92857,6.08286,4.67886,6.377,6.377,8.98379,8.98379,0.94643,0.94643,62.7125,61.8895,44.80686,44.44464,7.2255,7.20607,7.20607,8.10871,8.30493,59.39543,67.44036,72.6895,66.86529,79.10679,78.44343,5.53,5.674,4.33207,4.443,4.39486,4.50829,-0.20864,-0.43607,0.57993,0.64564,0.58543,0.65114,0.92529,1.00557,0.25671,0.25671,0.98721,0.95771,1.12586,1.20779,0.93736,0.72921,0.749,0.35021,37.32014,35.47036,38.43193,66.6705,98.17486,98.81743,96.77671,71.33136,97.86757,15.44079,15.06014,5.42857,11.78571,15.07143,29.14286,15.07143,28.28571,8.92857,15.42857
RIVPACS IV GB,30,7,"Spring, Summer & Autumn",131.78571,21.85714,6.0185,167.35,26.28571,6.3715,165.26429,25.92857,6.38236,168.22143,26.28571,6.4025,166.05714,25.92857,6.41093,4.6055,6.37429,6.37429,8.84543,8.84543,1,1,62.267,61.51086,45.34257,44.55429,7.34893,7.31657,7.31657,8.18143,8.36471,61.15336,68.52629,74.09521,71.98429,79.48536,79.13229,5.625,5.80271,4.44507,4.51507,4.4925,4.59429,-0.0335,-0.16393,0.66493,0.698,0.669,0.70214,1,1.05107,0.31521,0.31521,0.89786,0.84857,1.1625,1.28629,0.95929,0.81786,1.00414,0.58607,42.6685,42.848,47.41671,70.53707,95.80221,98.78957,91.02086,74.59979,95.17443,17.9175,17.46321,5.78571,13.85714,16.78571,34.5,16.78571,32.14286,9.5,17.92857
RIVPACS IV GB,31,1,Spring,180.66667,29.46667,6.1022,211.96,33.33333,6.32913,207.41333,32.6,6.33893,211.68667,33.33333,6.31313,207.04,32.6,6.32127,4.78293,6.918,6.88173,9.44087,9.41833,1,1,28.04733,27.92253,47.08733,43.89847,7.2512,7.23553,7.23553,7.8954,8.02087,56.1992,63.73927,64.76067,80.33127,80.33467,79.88133,6.07433,6.28173,4.7786,4.9118,4.83893,4.98713,-0.2146,-0.21147,0.18447,0.2344,0.19987,0.251,0.61927,0.62953,0.2766,0.2504,0.01887,-0.02007,0.77313,0.7592,0.77407,0.69127,1.06527,0.79853,44.948,41.53873,48.35567,34.3952,93.54367,89.95807,79.88833,39.23993,91.15313,14.8466,14.65487,6.73333,15.13333,21.2,42.53333,21.2,35.73333,12,20.4
RIVPACS IV GB,31,2,Summer,168,28.33333,5.89907,197.52667,32.46667,6.05387,192.79333,31.8,6.0396,198.79333,32.46667,6.08507,194.02,31.8,6.0708,5.01613,7.17853,7.14767,9.8616,9.83813,1,1,26.62307,26.5854,46.88247,43.13653,7.21067,7.20487,7.20487,7.784,7.885,56.98953,61.91607,61.86467,77.91887,78.8034,78.20947,5.92573,6.146,4.4578,4.47833,4.6046,4.69313,-0.21533,-0.25413,-0.00467,0.08793,0.01013,0.105,0.44207,0.4466,0.20793,0.24527,0.16313,0.0338,0.5972,0.4914,0.9004,0.79987,1.13927,0.89753,38.64113,37.30833,42.85373,26.0956,92.59007,94.5544,67.07107,34.93987,89.00967,17.43373,16.2952,7.06667,15.86667,21.4,43.86667,21.4,38.26667,12.53333,22.73333
RIVPACS IV GB,31,3,Autumn,170.6,28.86667,5.871,199.49333,32.13333,6.1542,195.40667,31.66667,6.1208,199.84667,32.13333,6.1552,195.83333,31.66667,6.1246,4.976,7.14547,7.11547,9.87593,9.8618,1,1,23.54113,23.42287,45.63007,42.36007,7.11793,7.13167,7.13167,7.80153,7.95407,55.20793,60.10907,60.8692,77.15693,80.41473,80.0392,5.926,6.10833,4.6432,4.61633,4.71027,4.75847,-0.44013,-0.5556,0.1026,0.2192,0.11653,0.23747,0.59547,0.60313,0.2402,0.2774,0.13873,0.04407,0.57547,0.53113,0.78947,0.62047,1.0174,0.75227,37.07693,34.65673,38.96173,26.6824,97.0512,84.609,87.39987,35.72333,96.07467,14.41813,13.2636,6.8,14.13333,21.8,43.73333,21.8,37.46667,12.2,21
RIVPACS IV GB,31,4,Spring & Summer,218.73333,35.33333,6.17533,258.98,40.86667,6.3226,252.16667,39.8,6.32467,260.86,40.86667,6.3638,253.84,39.8,6.36313,4.81913,6.98913,6.95287,9.6738,9.6422,1,1,28.12087,28.02533,47.12693,43.45887,7.19473,7.17993,7.17993,7.89273,8.02067,56.657,63.2572,64.19193,79.6702,80.86613,80.3318,6.068,6.25173,4.6404,4.71727,4.758,4.86593,-0.12567,-0.14527,0.09767,0.1588,0.1146,0.17853,0.50527,0.50567,0.29067,0.30087,0.1554,0.06087,0.6922,0.66827,0.86087,0.7778,1.11427,0.89173,44.87453,42.28207,49.71687,29.42793,91.85113,93.49587,70.20267,35.4948,89.06793,18.98067,18.15,7.4,18.73333,24.2,54.53333,24.2,42.86667,13.06667,24.73333
RIVPACS IV GB,31,5,Spring & Autumn,218.86667,35.2,6.19833,258.82,40.26667,6.40887,252.74667,39.4,6.39847,259.78,40.26667,6.42913,253.88,39.4,6.42407,4.7806,6.8632,6.8248,9.53633,9.50127,1,1,25.86313,25.75867,46.31907,42.9722,7.20327,7.20027,7.20027,7.9346,8.09,56.86173,61.67147,63.02513,79.41807,80.52013,80.3568,6.0286,6.2214,4.73547,4.80127,4.79833,4.9032,-0.1748,-0.23447,0.1584,0.2286,0.17467,0.24853,0.58793,0.5756,0.29953,0.31507,0.1786,0.091,0.71647,0.70073,0.8002,0.6994,1.06173,0.84053,44.01587,40.2708,47.4998,29.4412,94.45147,87.66833,82.2948,34.67893,92.80827,17.19993,16.35187,7.33333,18.33333,24,54.26667,24,42.86667,12.86667,24.13333
RIVPACS IV GB,31,6,Summer & Autumn,212.66667,34.66667,6.10907,251.95333,39.93333,6.2826,245.82667,39.13333,6.25973,252.86667,39.93333,6.3014,246.59333,39.13333,6.27627,4.92573,7.0968,7.06727,9.89573,9.8716,1,1,26.29627,26.21753,46.39887,42.82033,7.1586,7.1612,7.1612,7.83687,7.98927,56.80867,61.38773,62.1766,78.31073,80.279,79.76227,6.00507,6.1954,4.60007,4.59127,4.7132,4.77453,-0.19667,-0.2708,0.04687,0.1482,0.06353,0.16927,0.50493,0.50293,0.259,0.30073,0.20147,0.10133,0.61507,0.59027,0.88033,0.78673,1.10127,0.89413,41.26647,38.86153,45.02953,26.3404,93.97327,90.9758,74.5064,35.22707,91.68967,18.69847,17.56273,7.53333,18.6,24.13333,55.4,24.13333,43.06667,13.13333,25.2
RIVPACS IV GB,31,7,"Spring, Summer & Autumn",238.13333,38,6.25753,283.64,44.26667,6.4012,275.92,43.13333,6.39247,284.85333,44.26667,6.42973,277.04667,43.13333,6.42093,4.8056,6.89433,6.85653,9.62767,9.59393,1,1,27.3356,27.236,46.70793,43.13953,7.1802,7.17287,7.17287,7.9186,8.07087,56.75667,61.81627,63.0632,79.00527,80.55947,80.2218,6.0598,6.23853,4.699,4.74247,4.7886,4.8758,-0.08127,-0.12653,0.104,0.17867,0.12187,0.20007,0.51733,0.50647,0.30233,0.32913,0.2172,0.1216,0.69153,0.6852,0.86993,0.79147,1.1054,0.90727,45.04353,41.82167,49.4318,28.6258,92.9248,91.07893,74.28947,35.05373,90.6404,19.68693,18.83793,7.6,20.13333,25.13333,61.33333,25.13333,44.93333,13.26667,25.26667
RIVPACS IV GB,32,1,Spring,141.59375,24.5,5.75322,169.75,27.71875,6.10184,164.47812,26.84375,6.10619,170.41875,27.71875,6.12778,165.30938,26.84375,6.13972,4.89253,7.22956,7.21019,10.01394,10.01238,1,1,32.28444,31.93287,47.49747,44.74978,7.36062,7.35062,7.35062,8.09728,8.22953,58.00722,68.29928,67.58438,85.40922,88.16812,87.86084,6.07897,6.26341,4.90084,4.97528,4.91019,5.01681,-0.42741,-0.41722,0.34488,0.41766,0.36062,0.43609,0.75884,0.75078,0.48525,0.49184,-0.16431,-0.21491,0.70512,0.71769,0.89647,0.85684,1.12034,0.82416,41.318,38.20872,43.84231,42.05875,95.84072,88.04756,91.4515,44.85512,95.44272,11.94344,11.2,6.3125,13.625,19.0625,38.15625,19.0625,33.0625,11.53125,20
RIVPACS IV GB,32,2,Summer,139.90625,24.9375,5.5855,161.49375,28.0625,5.73703,156.97187,27.25,5.74494,161.68437,28.0625,5.74156,157.12188,27.25,5.75028,5.16631,7.38869,7.36628,10.32016,10.30413,1,1,32.78794,32.55116,45.759,43.21975,7.37934,7.356,7.356,7.9265,8.06697,55.72306,64.09641,63.26703,80.72391,83.90716,83.64919,5.98691,6.18059,4.56628,4.59822,4.68769,4.77337,-0.49028,-0.54909,0.04378,0.18522,0.05372,0.19631,0.50134,0.49684,0.27903,0.30969,-0.07063,-0.14659,0.56263,0.49322,0.81978,0.73231,1.03406,0.81,36.65913,35.99284,40.37862,35.51413,91.55712,87.08034,77.55225,43.29819,89.16681,12.09062,11.44941,6.75,15.40625,19.75,41.34375,19.75,36.78125,12.25,22.21875
RIVPACS IV GB,32,3,Autumn,143.78125,25.96875,5.48038,168.1625,28.90625,5.77519,164.24062,28.15625,5.79512,168.05625,28.90625,5.77322,164.20312,28.15625,5.79753,5.04528,7.18859,7.15741,10.11991,10.09619,1,1,37.23081,36.80225,45.68169,43.40644,7.13119,7.10163,7.10163,7.77553,7.91697,51.65381,56.90722,57.75566,78.57891,82.42553,81.97916,5.996,6.11181,4.711,4.75413,4.77319,4.83816,-0.57769,-0.66097,-0.00197,0.10253,0.01866,0.12575,0.47491,0.47231,0.2395,0.29406,-0.10272,-0.19534,0.40244,0.35762,0.78541,0.7265,0.98587,0.75616,33.75497,33.05516,36.17684,34.47781,98.55472,79.83059,96.84916,50.64722,98.02725,10.37347,9.848,6.03125,13,19.53125,40.09375,19.53125,31.5625,11.625,19.8125
RIVPACS IV GB,32,4,Spring & Summer,180.875,30.71875,5.87128,215.1875,35.40625,6.06291,207.80937,34.125,6.07453,215.81875,35.40625,6.08044,208.34688,34.125,6.09141,4.94644,7.25953,7.23297,10.22359,10.21516,1,1,32.39128,32.14647,46.77825,43.57497,7.32672,7.31506,7.31506,8.06497,8.21947,56.82934,65.97853,65.65303,82.62941,86.21456,85.94203,6.06981,6.25819,4.73175,4.771,4.81072,4.89878,-0.37769,-0.40497,0.19128,0.29241,0.20631,0.30944,0.62194,0.60575,0.41784,0.43397,-0.07287,-0.1475,0.66041,0.61441,0.86544,0.80725,1.086,0.86059,41.64831,39.29556,45.67859,38.28175,92.71584,87.99856,82.17994,43.16009,91.19694,13.58075,13.02206,7.09375,18.125,21.90625,50.875,21.90625,40.03125,12.71875,24.34375
RIVPACS IV GB,32,5,Spring & Autumn,180.25,30.84375,5.83369,215.96562,35.5,6.07725,208.83438,34.25,6.09134,215.68125,35.5,6.06641,208.58438,34.25,6.08306,4.89384,7.15797,7.12706,10.13444,10.12303,1,1,35.69453,35.39197,46.75544,43.43453,7.20794,7.18925,7.18925,7.97559,8.14178,54.8205,61.77956,62.37481,81.07259,84.98691,84.64881,6.03009,6.19366,4.79178,4.82562,4.83109,4.90734,-0.47338,-0.51756,0.12684,0.21341,0.14812,0.23775,0.57494,0.56337,0.358,0.39469,-0.08169,-0.15734,0.552,0.49834,0.83422,0.7785,1.05463,0.80775,39.43491,37.16703,42.86397,38.38753,96.97284,84.39684,93.72694,46.84341,96.45409,13.02641,12.33619,6.84375,16.8125,21.78125,49.90625,21.78125,37.5,12.46875,22.96875
RIVPACS IV GB,32,6,Summer & Autumn,179.40625,31.0625,5.75559,210.86562,35.5625,5.90966,204.02188,34.3125,5.92666,210.32812,35.5625,5.89025,203.29375,34.3125,5.90269,5.0305,7.26141,7.235,10.32278,10.30553,1,1,35.36122,35.06444,45.80744,42.90062,7.21147,7.18778,7.18778,7.88644,8.05059,54.26644,60.27569,60.57591,79.65778,83.32931,82.95666,5.98662,6.16144,4.64116,4.66491,4.73016,4.80469,-0.48972,-0.55006,-0.00363,0.11656,0.01531,0.13841,0.47788,0.46806,0.27738,0.32509,-0.06481,-0.15631,0.46834,0.39884,0.82728,0.76688,1.03163,0.83116,38.30463,36.61153,41.77566,34.94275,94.69188,83.61391,86.99659,45.96172,92.93822,12.80069,12.05319,7.125,18.03125,22.21875,52,22.21875,39.4375,12.90625,24.375
RIVPACS IV GB,32,7,"Spring, Summer & Autumn",199.78125,33.71875,5.91372,239.0875,39.3125,6.07159,230.04375,37.71875,6.08784,238.8125,39.3125,6.06081,229.55312,37.71875,6.0725,4.90509,7.17228,7.14169,10.2145,10.20103,1,1,34.58406,34.32244,46.52025,43.13019,7.2215,7.20294,7.20294,7.97316,8.14575,55.18725,61.94531,62.46784,80.71066,84.54438,84.27278,6.02144,6.19716,4.73825,4.76744,4.79759,4.87547,-0.41616,-0.45806,0.07522,0.17656,0.09566,0.20016,0.53547,0.51688,0.34203,0.37922,-0.04281,-0.12659,0.56437,0.48766,0.84666,0.78872,1.05722,0.84341,40.94688,38.49212,44.998,37.15447,94.65725,85.61588,87.24463,44.90522,93.28234,14.07709,13.41244,7.21875,19.59375,23,57.03125,23,41.625,13,25.1875
RIVPACS IV GB,33,1,Spring,141.3,24.8,5.7001,158.83,27.7,5.7342,156.33,27,5.7805,158.19,27.7,5.7109,155.7,27,5.7573,5.1569,7.267,7.2285,9.947,9.9404,0.95,0.95,24.0648,23.4558,48.4605,44.6925,7.1731,7.1528,7.1577,7.6674,7.8304,50.6837,56.0245,55.8808,69.5192,73.616,73.0522,5.9348,6.1229,4.4205,4.5567,4.5865,4.7297,-0.5727,-0.5795,-0.0755,0.0829,-0.0269,0.1419,0.5491,0.549,0.3479,0.345,-0.0874,-0.1212,0.2701,0.1315,0.8457,0.7307,1.0034,0.7482,32.8577,31.8474,37.5518,37.2169,94.3936,92.9177,76.8493,39.5061,91.8896,18.1763,18.3317,6.1,11.7,19.4,34.2,19.4,33.7,11.5,18.4
RIVPACS IV GB,33,2,Summer,132.6,24.1,5.5342,143.07,25.7,5.6144,141.5,25.1,5.6866,143.25,25.7,5.6091,141.79,25.1,5.6873,5.3345,7.212,7.1745,9.9068,9.8985,1,1,31.5075,31.32,46.8917,42.8574,7.2607,7.225,7.225,7.602,7.705,49.6285,54.184,53.7855,69.1675,70.8438,70.8438,5.9118,6.1946,4.0937,4.1281,4.3923,4.5106,-0.4313,-0.5729,-0.1519,0.0092,-0.126,0.0342,0.4429,0.4315,0.3089,0.3369,0.0416,-0.097,0.1827,-0.0529,0.8431,0.7056,0.9687,0.7696,31.8463,34.0928,37.7131,36.2686,90.1653,93.6695,69.0987,42.316,88.0715,16.8967,17.1727,6.4,12.9,18.9,35.9,18.9,31.5,11.4,19.3
RIVPACS IV GB,33,3,Autumn,135.5,24.7,5.4858,150.13,26.5,5.6728,149.61,26.2,5.7171,150.3,26.5,5.6802,149.83,26.2,5.7271,5.1584,7.1159,7.0441,9.9241,9.9044,1,1,25.8057,24.534,46.4515,41.7257,7.1156,7.0735,7.0735,7.5709,7.6608,48.1118,50.7667,50.3313,70.0691,73.3491,73.3491,5.9102,6.0567,4.1684,4.2066,4.4345,4.5074,-0.5776,-0.6958,-0.2504,-0.1635,-0.2303,-0.1407,0.3344,0.3121,0.242,0.253,0.1222,0.0673,0.1363,0.1231,0.7724,0.6997,0.886,0.5908,26.198,24.1553,27.5141,29.6987,96.7938,88.3744,87.6873,40.9544,94.145,12.7228,11.7181,6.3,10.7,19.6,34.2,19.6,32.1,11.9,17.5
RIVPACS IV GB,33,4,Spring & Summer,182.6,31.2,5.866,203.3,34.8,5.8695,200.25,33.9,5.9346,204.46,34.8,5.9026,201.46,33.9,5.9708,5.1498,7.2083,7.1722,9.9422,9.9316,1,1,28.1689,27.8098,47.946,43.5894,7.2287,7.1936,7.1964,7.6772,7.816,51.5832,55.9871,56.2729,70.8699,74.0566,73.71,5.9902,6.2134,4.3403,4.4026,4.5603,4.6736,-0.4568,-0.5123,-0.1285,-0.0218,-0.0887,0.0227,0.4461,0.4258,0.3501,0.3643,-0.043,-0.1173,0.1892,0.0285,0.8432,0.7143,1.0171,0.7974,35.6019,35.1198,41.2746,38.0372,91.3304,93.8133,72.4441,42.7168,88.3113,20.1586,20.3143,7.1,16.1,22.9,45.6,22.9,39.3,12.8,22.9
RIVPACS IV GB,33,5,Spring & Autumn,187.6,31.9,5.8775,211.26,36,5.868,207.39,34.9,5.9379,210.44,36,5.8467,206.63,34.9,5.9174,5.1285,7.0989,7.0452,9.9098,9.8983,1,1,24.7658,23.8877,47.8973,43.1994,7.1046,7.0561,7.0592,7.6253,7.7684,50.3322,53.892,53.8824,71.0509,74.682,74.3468,5.9636,6.1492,4.365,4.4101,4.5649,4.6554,-0.4334,-0.4966,-0.1728,-0.0764,-0.1308,-0.0286,0.393,0.3741,0.3159,0.3195,0.0026,-0.0714,0.2049,0.0917,0.8102,0.7234,0.9956,0.756,33.204,30.8399,36.8359,32.4554,94.805,90.6316,80.4366,37.7846,92.267,19.7239,18.7878,7.2,14.8,22.9,44.5,22.9,39.6,12.8,21.5
RIVPACS IV GB,33,6,Summer & Autumn,176.4,31,5.6972,195.24,33.8,5.7966,192.9,33,5.8637,194.76,33.8,5.7856,192.56,33,5.857,5.1585,7.0778,7.0164,9.8578,9.8308,1,1,30.9292,30.2025,46.7023,42.0244,7.1752,7.1218,7.1218,7.5975,7.6988,49.5085,51.5402,51.6078,70.4692,71.8753,71.8753,5.9067,6.1556,4.1973,4.1837,4.4496,4.529,-0.4245,-0.5041,-0.2468,-0.147,-0.2176,-0.1161,0.3391,0.3094,0.2616,0.289,0.0432,-0.0248,0.1635,0.0538,0.8036,0.6902,0.9357,0.7357,32.5692,31.1917,35.8613,32.8687,92.1919,91.0324,77.3685,40.7532,89.8452,17.6182,16.7977,7.3,15.6,22.7,46.1,22.7,37.1,13.1,22
